vacc_id,vacc_name,vacc_vocab,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6
45863211,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 12F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 14 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 15B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 17F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 18C capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 2 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 20 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 22F capsular polys...,NDC,,,,,,pneumococcal,,,,,,pneumococcal polysaccharide
44855218,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 12F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 14 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 15B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 17F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 18C capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 2 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 20 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 22F capsular polys...,NDC,,,,,,pneumococcal,,,,,,pneumococcal polysaccharide
45144480,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 12F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 14 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 15B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 17F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 18C capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 2 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 20 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 22F capsular polys...,NDC,,,,,,pneumococcal,,,,,,pneumococcal polysaccharide
45195747,"zoster vaccine live 19400[PFU]/.65mL SUBCUTANEOUS INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION",NDC,,,,varicella,,,,,,varicella live,,
45076751,"zoster vaccine live 19400[PFU]/.65mL SUBCUTANEOUS INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION",NDC,,,,varicella,,,,,,varicella live,,
45127499,"hepatitis b vaccine (recombinant) 5ug/.5mL INTRAMUSCULAR; SUBCUTANEOUS INJECTION, SUSPENSION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
45349587,"hepatitis b vaccine (recombinant) 40ug/mL INTRAMUSCULAR; SUBCUTANEOUS INJECTION, SUSPENSION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
45076752,"hepatitis b vaccine (recombinant) 10ug/mL INTRAMUSCULAR; SUBCUTANEOUS INJECTION, SUSPENSION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
45230252,"hepatitis b vaccine (recombinant) 10ug/mL INTRAMUSCULAR; SUBCUTANEOUS INJECTION, SUSPENSION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
36184056,"hepatitis b vaccine (recombinant) adjuvanted 20ug/.5mL INTRAMUSCULAR INJECTION, SOLUTION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
45903834,0.5 ML meningococcal group B vaccine 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML Prefilled Syringe [Bexsero],NDC,,,,,,meningococcal,,,,,,meningococcal recombinant
45255945,0.5 ML Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML Injection [Menveo],NDC,,,,,,meningococcal,,,,,,meningococcal oligosaccharide
42823864,"japanese encephalitis vaccine, inactivated, adsorbed 6[arb'U]/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,,,,,,japanese encephalitis,,,,,,
44881180,meningococcal group A polysaccharide 0.1 MG/ML / meningococcal group C polysaccharide 0.1 MG/ML / meningococcal polysaccharide vaccine group W-135 0.1 MG/ML / meningococcal polysaccharide vaccine group Y 0.1 MG/ML Injectable Solution [Menomune A/C/Y/W-135],NDC,,,,,,meningococcal,,,,,,meningococcal polysaccharide
45824952,"neisseria meningitidis group a capsular polysaccharide diphtheria toxoid conjugate antigen, neisseria meningitidis group c capsular polysaccharide diphtheria toxoid conjugate antigen, neisseria meningitidis group y capsular polysaccharide diphtheria toxoid conjugate antigen, and neisseria meningitidis group w-135 capsular polysaccharide diphtheria toxoid conjugate antigen 4ug/.5mL INTRAMUSCULAR INJECTION, SOLUTION",NDC,,,,,,meningococcal,,,,,,meningococcal polysaccharide
45204749,0.5 ML Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML Injection [Menactra],NDC,,,,,,meningococcal,,,,,,meningococcal polysaccharide
44436639,yellow fever virus strain 17d-204 live antigen KIT,NDC,,,,,,yellow fever,,,,,,
45824962,"poliovirus type 1 antigen (formaldehyde inactivated), poliovirus type 2 antigen (formaldehyde inactivated), and poliovirus type 3 antigen (formaldehyde inactivated) 8[D'ag'U]/.5mL / 32[D'ag'U]/.5mL / 40[D'ag'U]/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,,,,poliovirus,,,,,,poliovirus inactivated,,
45204752,"yellow fever virus strain 17d-204 live antigen 4.74[PFU]/.5mL SUBCUTANEOUS INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION",NDC,,,,,,yellow fever,,,,,,
45068558,0.5 ML Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML Injection [Menactra],NDC,,,,,,meningococcal,,,,,,meningococcal polysaccharide
45153411,"poliovirus type 1 antigen (formaldehyde inactivated), poliovirus type 2 antigen (formaldehyde inactivated), and poliovirus type 3 antigen (formaldehyde inactivated) 8[D'ag'U]/.5mL / 32[D'ag'U]/.5mL / 40[D'ag'U]/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,,,,poliovirus,,,,,,poliovirus inactivated,,
36988992,"neisseria meningitidis group a capsular polysaccharide tetanus toxoid conjugate antigen, neisseria meningitidis group c capsular polysaccharide tetanus toxoid conjugate antigen, neisseria meningitidis group y capsular polysaccharide tetanus toxoid conjugate antigen, and neisseria meningitidis group w-135 capsular polysaccharide tetanus toxoid conjugate antigen 10ug/.5mL INTRAMUSCULAR INJECTION, SOLUTION",NDC,,,,,,meningococcal,,,,,,meningococcal polysaccharide
45239090,"yellow fever virus strain 17d-204 live antigen 4.74[PFU]/.5mL SUBCUTANEOUS INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION",NDC,,,,,,yellow fever,,,,,,
36998988,0.5 ML Neisseria meningitidis serogroup A capsular polysaccharide tetanus toxoid protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup C capsular polysaccharide tetanus toxoid protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup W-135 capsular polysaccharide tetanus toxoid protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup Y capsular polysaccharide tetanus toxoid protein conjugate vaccine 0.02 MG/ML Injection [Menquadfi],NDC,,,,,,meningococcal,,,,,,meningococcal polysaccharide
43550041,0.5 ML Neisseria meningitidis serogroup A capsular polysaccharide tetanus toxoid protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup C capsular polysaccharide tetanus toxoid protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup W-135 capsular polysaccharide tetanus toxoid protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup Y capsular polysaccharide tetanus toxoid protein conjugate vaccine 0.02 MG/ML Injection [Menquadfi],NDC,,,,,,meningococcal,,,,,,meningococcal polysaccharide
1394015,"dengue tetravalent vaccine, live KIT",NDC,,,,,,dengue,,,,,,
36191284,"poliovirus type 1 antigen (formaldehyde inactivated), poliovirus type 2 antigen (formaldehyde inactivated), and poliovirus type 3 antigen (formaldehyde inactivated) 8[D'ag'U]/.5mL / 32[D'ag'U]/.5mL / 40[D'ag'U]/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,,,,poliovirus,,,,,,poliovirus inactivated,,
44460496,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 12F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 14 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 15B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 17F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 18C capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 2 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 20 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 22F capsular polys...,NDC,,,,,,pneumococcal,,,,,,pneumococcal polysaccharide
44460497,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 12F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 14 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 15B capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 17F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 18C capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 19F capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 2 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 20 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 22F capsular polys...,NDC,,,,,,pneumococcal,,,,,,pneumococcal polysaccharide
36184665,"poliovirus type 1 antigen (formaldehyde inactivated), poliovirus type 2 antigen (formaldehyde inactivated), and poliovirus type 3 antigen (formaldehyde inactivated) 8[D'ag'U]/.5mL / 32[D'ag'U]/.5mL / 40[D'ag'U]/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,,,,poliovirus,,,,,,poliovirus inactivated,,
44462262,"hepatitis b vaccine (recombinant) 10ug/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
44464923,"hepatitis b vaccine (recombinant) 5ug/.5mL INTRAMUSCULAR; SUBCUTANEOUS INJECTION, SUSPENSION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
44465763,"hepatitis b vaccine (recombinant) 10ug/mL INTRAMUSCULAR; SUBCUTANEOUS INJECTION, SUSPENSION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
44461430,0.5 ML Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjug...,NDC,,,,,,pneumococcal,,,,,,pneumococcal conjugate
44464065,"hepatitis b vaccine (recombinant) 10ug/mL INTRAMUSCULAR; SUBCUTANEOUS INJECTION, SUSPENSION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
36393605,"zoster vaccine recombinant, adjuvanted KIT",NDC,,,,varicella,,,,,,varicella recombinant,,
824750,"zoster vaccine recombinant, adjuvanted KIT",NDC,,,,varicella,,,,,,varicella recombinant,,
45103389,"adenovirus type 4 and type 7 vaccine, live KIT",NDC,,,,,,adenovirus,,,,,,adenovirus live
36498120,"zoster vaccine recombinant, adjuvanted KIT",NDC,,,,varicella,,,,,,varicella recombinant,,
36498119,"zoster vaccine recombinant, adjuvanted KIT",NDC,,,,varicella,,,,,,varicella recombinant,,
44953770,"hepatitis b vaccine (recombinant) 10ug/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
44885880,"hepatitis b vaccine (recombinant) 20ug/mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
44868686,"hepatitis b vaccine (recombinant) 20ug/mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
45073165,"hepatitis b vaccine (recombinant) 20ug/mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,,,,,hepatitis b,,,,,,hepatitis b recombinant,
44439094,0.5 ML Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML Injection [Menveo],NDC,,,,,,meningococcal,,,,,,meningococcal oligosaccharide
44480870,"neisseria meningitidis serogroup b nhba fusion protein antigen, neisseria meningitidis serogroup b fhbp fusion protein antigen and neisseria meningitidis serogroup b nada protein antigen 25ug/.5mL / 50ug/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,,,,,,meningococcal,,,,,,
44417254,0.5 ML meningococcal group B vaccine 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML Prefilled Syringe [Bexsero],NDC,,,,,,meningococcal,,,,,,meningococcal recombinant
44447294,0.5 ML meningococcal group B vaccine 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML Prefilled Syringe [Bexsero],NDC,,,,,,meningococcal,,,,,,meningococcal recombinant
44450003,0.5 ML meningococcal group B vaccine 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML Prefilled Syringe [Bexsero],NDC,,,,,,meningococcal,,,,,,meningococcal recombinant
44424847,"japanese encephalitis vaccine, inactivated, adsorbed 6ug/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,,,,,,japanese encephalitis,,,,,,
40240353,"0.2 ML Influenza Virus Vaccine, Live Attenuated, A-California-7-2009 (H1N1) strain 158000000 UNT/ML / Influenza Virus Vaccine, Live Attenuated, A-Perth-16-2009 (H3N2) strain 158000000 UNT/ML / Influenza Virus Vaccine, Live Attenuated, B-Brisbane-60-2008 st",RxNorm,,,,,,influenza,,,,,,influenza live
35520596,"smallpox (vaccinia) vaccine, live 100000000[PFU]/mL PERCUTANEOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",NDC,,,,,,smallpox,,,,,,
40224116,"0.2 ML Influenza Virus Vaccine, Live Attenuated, A-California-7-2009 (H1N1) strain 158000000 UNT/ML / Influenza Virus Vaccine, Live Attenuated, A-Perth-16-2009 (H3N2) strain 158000000 UNT/ML / Influenza Virus Vaccine, Live Attenuated, B-Brisbane-60-2008 st",RxNorm,,,,,,influenza,,,,,,influenza live
40224117,"0.2 ML Influenza Virus Vaccine, Live Attenuated, A-California-7-2009 (H1N1) strain 158000000 UNT/ML / Influenza Virus Vaccine, Live Attenuated, A-Perth-16-2009 (H3N2) strain 158000000 UNT/ML / Influenza Virus Vaccine, Live Attenuated, B-Brisbane-60-2008 st",RxNorm,,,,,,influenza,,,,,,influenza live
36212330,"Influenza Virus Vaccine, Inactivated A-Brisbane-10-2007 (H3N2)-like virus (A-Uruguay-716-2007 NYMC X-175C) strain / Influenza Virus Vaccine, Inactivated A-Brisbane-59-2007, IVR-148 (H1N1) strain / Influenza Virus Vaccine, Inactivated, B-Florida-4-2006-like virus (B-Florida-4-2006) strain Injectable Product",RxNorm,,,,,,influenza,,,,,,
40242754,"Influenza Virus Vaccine, Inactivated A-Brisbane-59-2007, IVR-148 (H1N1) strain 0.12 MG/ML / Influenza Virus Vaccine, Inactivated A-Uruguay-716-2007, NYMC X-175C (H3N2) strain 0.12 MG/ML / Influenza Virus Vaccine, Inactivated B-Brisbane-60-2008 strain 0.12 MG/ML [Fluzone 2009-2010 Formula]",RxNorm,,,,,,influenza,,,,,,
40242523,"0.5 ML Influenza Virus Vaccine, Inactivated A-Brisbane-59-2007, IVR-148 (H1N1) strain 0.12 MG/ML / Influenza Virus Vaccine, Inactivated A-Uruguay-716-2007, NYMC X-175C (H3N2) strain 0.12 MG/ML / Influenza Virus Vaccine, Inactivated B-Brisbane-60-2008 strain 0.12 MG/ML Prefilled Syringe [Fluzone 2009-2010 Formula]",RxNorm,,,,,,influenza,,,,,,
40242523,Fluzone High-Dose 2009-2010 Formula Influenza Virus Vaccine 0.5 ML Prefilled Syringe,RxNorm,,,,,,influenza,,,,,,
